County,City,Model Year,Make,Model,Electric Vehicle Type,CAFV Status,Electric Range,Electric Utility,Vehicle Age
King,Federal Way,2022,TESLA,MODEL 3,BEV,,,Puget Sound Energy,4
Clark,Washougal,2022,VOLKSWAGEN,ID.4,BEV,,,Bonneville Power Administration,4
King,Seattle,2022,PORSCHE,TAYCAN,BEV,,,City Of Seattle,4
King,Kent,2021,TESLA,MODEL 3,BEV,,,Puget Sound Energy,5
King,Sammamish,2024,AUDI,Q4,BEV,,,Puget Sound Energy,2
Clark,Battle Ground,2024,CHEVROLET,EQUINOX,BEV,,,Bonneville Power Administration,2
King,Seattle,2025,VOLVO,EX30,BEV,,,City Of Seattle,1
Kitsap,Bremerton,2021,TESLA,MODEL Y,BEV,,,Puget Sound Energy,5
King,Renton,2026,TESLA,MODEL Y,BEV,,,Puget Sound Energy,0
King,Seattle,2023,CHEVROLET,BOLT EUV,BEV,,,City Of Seattle,3
King,Federal Way,2023,TESLA,MODEL Y,BEV,,,Puget Sound Energy,3
King,Kent,2020,TESLA,MODEL 3,BEV,Eligible,308.0,Puget Sound Energy,6
King,Redmond,2023,TESLA,MODEL 3,BEV,,,Puget Sound Energy,3
King,Des Moines,2023,TESLA,MODEL 3,BEV,,,Puget Sound Energy,3
Snohomish,Snohomish,2025,NISSAN,ARIYA MPV,BEV,,,Puget Sound Energy,1
Cowlitz,Kalama,2022,JEEP,WRANGLER,PHEV,Not Eligible (Low Range),21.0,Bonneville Power Administration,4
King,Bellevue,2022,TESLA,MODEL Y,BEV,,,Puget Sound Energy,4
Snohomish,Bothell,2023,CHEVROLET,BOLT EUV,BEV,,,Puget Sound Energy,3
Snohomish,Bothell,2024,TESLA,MODEL Y,BEV,,,Puget Sound Energy,2
King,Bellevue,2022,TESLA,MODEL Y,BEV,,,Puget Sound Energy,4
Jefferson,Port Townsend,2025,HYUNDAI,IONIQ 6,BEV,,,Bonneville Power Administration,1
King,Seattle,2024,TESLA,MODEL 3,BEV,,,City Of Seattle,2
Clark,Vancouver,2023,BMW,X5,PHEV,Eligible,30.0,Bonneville Power Administration,3
King,Kent,2026,TESLA,MODEL Y,BEV,,,Puget Sound Energy,0
Yakima,Yakima,2025,VOLVO,XC60,PHEV,Eligible,35.0,Pacificorp,1
King,Sammamish,2013,FORD,C-MAX,PHEV,Not Eligible (Low Range),19.0,Puget Sound Energy,13
King,Kenmore,2023,TESLA,MODEL Y,BEV,,,Puget Sound Energy,3
King,Carnation,2023,VOLKSWAGEN,ID.4,BEV,,,City Of Tacoma,3
Clark,Vancouver,2023,TESLA,MODEL Y,BEV,,,Bonneville Power Administration,3
Snohomish,Woodinville,2023,TESLA,MODEL Y,BEV,,,Puget Sound Energy,3
King,Lake Forest Park,2024,TESLA,MODEL Y,BEV,,,City Of Seattle,2
Snohomish,Edmonds,2024,KIA,EV9,BEV,,,Puget Sound Energy,2
King,Kent,2024,SUBARU,SOLTERRA,BEV,,,Puget Sound Energy,2
Clark,Ridgefield,2024,NISSAN,ARIYA HATCHBACK,BEV,,,Bonneville Power Administration,2
King,Issaquah,2023,TESLA,MODEL Y,BEV,,,Puget Sound Energy,3
King,Seattle,2023,TESLA,MODEL Y,BEV,,,City Of Seattle,3
Clark,Vancouver,2020,TESLA,MODEL Y,BEV,Eligible,291.0,Bonneville Power Administration,6
King,Bellevue,2025,NISSAN,ARIYA MPV,BEV,,,Puget Sound Energy,1
King,Sammamish,2024,TOYOTA,RAV4 PRIME (PHEV),PHEV,Eligible,42.0,Puget Sound Energy,2
King,Des Moines,2024,TESLA,MODEL 3,BEV,,,Puget Sound Energy,2
King,Mercer Island,2023,FORD,F-150,BEV,,,Puget Sound Energy,3
King,Seattle,2024,BMW,I4,BEV,,,City Of Seattle,2
King,Snoqualmie,2018,TESLA,MODEL S,BEV,Eligible,249.0,Puget Sound Energy,8
King,Kent,2024,TESLA,MODEL Y,BEV,,,Puget Sound Energy,2
Jefferson,Port Townsend,2025,TOYOTA,RAV4 PRIME (PHEV),PHEV,Eligible,42.0,Bonneville Power Administration,1
Snohomish,Bothell,2021,TESLA,MODEL Y,BEV,,,Puget Sound Energy,5
Snohomish,Bothell,2023,TESLA,MODEL Y,BEV,,,Puget Sound Energy,3
King,Renton,2023,TESLA,MODEL 3,BEV,,,Puget Sound Energy,3
Cowlitz,Longview,2017,CHEVROLET,VOLT,PHEV,Eligible,53.0,Bonneville Power Administration,9
King,Sammamish,2022,TESLA,MODEL 3,BEV,,,Puget Sound Energy,4
Clark,Ridgefield,2017,CHRYSLER,PACIFICA,PHEV,Eligible,33.0,Bonneville Power Administration,9
King,Seattle,2023,VOLVO,XC40,BEV,,,City Of Seattle,3
King,Maple Valley,2023,FORD,MUSTANG MACH-E,BEV,,,Puget Sound Energy,3
King,Redmond,2019,TESLA,MODEL 3,BEV,Eligible,220.0,Puget Sound Energy,7
King,Renton,2024,JEEP,WRANGLER,PHEV,Not Eligible (Low Range),21.0,Puget Sound Energy,2
Thurston,Olympia,2023,MINI,HARDTOP,BEV,,,Puget Sound Energy,3
King,Sammamish,2023,TESLA,MODEL Y,BEV,,,Puget Sound Energy,3
King,Seattle,2019,NISSAN,LEAF,BEV,Eligible,150.0,City Of Seattle,7
King,Bellevue,2018,TOYOTA,PRIUS PRIME (PHEV),PHEV,Not Eligible (Low Range),25.0,Puget Sound Energy,8
Kitsap,Bremerton,2023,JEEP,WRANGLER,PHEV,Not Eligible (Low Range),21.0,Puget Sound Energy,3
King,Seattle,2024,KIA,EV6,BEV,,,City Of Seattle,2
King,Snoqualmie,2023,TESLA,MODEL Y,BEV,,,Puget Sound Energy,3
King,Issaquah,2023,TOYOTA,BZ4X,BEV,,,Puget Sound Energy,3
King,Seatac,2018,TESLA,MODEL 3,BEV,Eligible,215.0,Puget Sound Energy,8
Snohomish,Bothell,2026,KIA,EV9,BEV,,,Puget Sound Energy,0
King,Renton,2024,TESLA,MODEL 3,BEV,,,Puget Sound Energy,2
Thurston,Olympia,2019,NISSAN,LEAF,BEV,Eligible,150.0,Puget Sound Energy,7
King,Maple Valley,2021,LINCOLN,CORSAIR,PHEV,Not Eligible (Low Range),28.0,Puget Sound Energy,5
King,Lake Forest Park,2023,CHRYSLER,PACIFICA,PHEV,Eligible,32.0,City Of Seattle,3
Clark,Washougal,2017,CHEVROLET,VOLT,PHEV,Eligible,53.0,Bonneville Power Administration,9
King,Normandy Park,2023,VOLKSWAGEN,ID.4,BEV,,,Puget Sound Energy,3
King,Seattle,2025,TOYOTA,RAV4 PRIME (PHEV),PHEV,Eligible,42.0,City Of Seattle,1
King,Mercer Island,2025,VOLKSWAGEN,ID.4,BEV,,,Puget Sound Energy,1
King,Renton,2022,TESLA,MODEL 3,BEV,,,Puget Sound Energy,4
Clark,Vancouver,2021,JEEP,WRANGLER,PHEV,Not Eligible (Low Range),25.0,Bonneville Power Administration,5
King,Seattle,2021,TESLA,MODEL X,BEV,,,City Of Seattle,5
King,Kent,2024,TESLA,MODEL Y,BEV,,,Puget Sound Energy,2
King,Medina,2017,TESLA,MODEL S,BEV,Eligible,210.0,Puget Sound Energy,9
King,Des Moines,2026,TESLA,MODEL Y,BEV,,,Puget Sound Energy,0
King,Sammamish,2019,TESLA,MODEL 3,BEV,Eligible,220.0,Puget Sound Energy,7
Kitsap,Bremerton,2023,RIVIAN,R1T,BEV,,,Puget Sound Energy,3
Snohomish,Bothell,2021,TESLA,MODEL Y,BEV,,,Puget Sound Energy,5
Snohomish,Bothell,2023,TESLA,MODEL Y,BEV,,,Puget Sound Energy,3
Clark,Vancouver,2021,CHRYSLER,PACIFICA,PHEV,Eligible,32.0,Bonneville Power Administration,5
Snohomish,Bothell,2022,TESLA,MODEL 3,BEV,,,Puget Sound Energy,4
Kitsap,Port Orchard,2023,FORD,ESCAPE,PHEV,Eligible,37.0,Puget Sound Energy,3
King,Sammamish,2025,FORD,MUSTANG MACH-E,BEV,,,Puget Sound Energy,1
King,Sammamish,2025,LUCID,AIR,BEV,,,Puget Sound Energy,1
King,Kent,2023,TESLA,MODEL Y,BEV,,,Puget Sound Energy,3
King,Federal Way,2022,NISSAN,LEAF,BEV,,,Puget Sound Energy,4
King,Maple Valley,2019,TESLA,MODEL 3,BEV,Eligible,220.0,Puget Sound Energy,7
Clark,Vancouver,2023,TOYOTA,BZ4X,BEV,,,Bonneville Power Administration,3
Thurston,Olympia,2017,CHEVROLET,BOLT EV,BEV,Eligible,238.0,Puget Sound Energy,9
King,Lake Forest Park,2022,KIA,NIRO,BEV,,,City Of Seattle,4
Jefferson,Nordland,2025,TESLA,MODEL 3,BEV,,,Bonneville Power Administration,1
King,Federal Way,2022,JEEP,WRANGLER,PHEV,Not Eligible (Low Range),22.0,Puget Sound Energy,4
King,Seattle,2020,HYUNDAI,KONA,BEV,Eligible,258.0,City Of Seattle,6
Kitsap,Poulsbo,2023,NISSAN,ARIYA HATCHBACK,BEV,,,Puget Sound Energy,3
Snohomish,Bothell,2022,TESLA,MODEL Y,BEV,,,Puget Sound Energy,4
King,Seattle,2024,TESLA,MODEL Y,BEV,,,City Of Seattle,2
King,Seattle,2024,MINI,HARDTOP,BEV,,,City Of Seattle,2
Clark,Vancouver,2022,HYUNDAI,KONA,BEV,,,Bonneville Power Administration,4
King,Sammamish,2022,TESLA,MODEL 3,BEV,,,Puget Sound Energy,4
Snohomish,Bothell,2023,VOLKSWAGEN,ID.4,BEV,,,Puget Sound Energy,3
King,Seattle,2023,VOLVO,XC60,PHEV,Eligible,35.0,City Of Seattle,3
King,Maple Valley,2025,MERCEDES-BENZ,GLE-CLASS,PHEV,Eligible,49.0,Puget Sound Energy,1
King,Sammamish,2019,BMW,530E,PHEV,Not Eligible (Low Range),16.0,Puget Sound Energy,7
King,Federal Way,2015,TESLA,MODEL S,BEV,Eligible,208.0,Puget Sound Energy,11
King,Kent,2023,KIA,SPORTAGE,PHEV,Eligible,34.0,Puget Sound Energy,3
King,Enumclaw,2024,TESLA,MODEL Y,BEV,,,Puget Sound Energy,2
Jefferson,Port Townsend,2020,KIA,NIRO,BEV,Eligible,239.0,Bonneville Power Administration,6
Clark,Vancouver,2022,TOYOTA,PRIUS PRIME (PHEV),PHEV,Not Eligible (Low Range),25.0,Bonneville Power Administration,4
King,Federal Way,2026,TESLA,MODEL Y,BEV,,,Puget Sound Energy,0
King,Sammamish,2025,HYUNDAI,IONIQ 5,BEV,,,Puget Sound Energy,1
King,Maple Valley,2023,TESLA,MODEL 3,BEV,,,Puget Sound Energy,3
Clark,Camas,2017,KIA,OPTIMA,PHEV,Not Eligible (Low Range),29.0,Bonneville Power Administration,9
King,Maple Valley,2023,TESLA,MODEL 3,BEV,,,Puget Sound Energy,3
King,Seattle,2021,TESLA,MODEL Y,BEV,,,City Of Seattle,5
Kitsap,Poulsbo,2019,KIA,SOUL,BEV,,,Puget Sound Energy,7
Kitsap,Port Orchard,2024,TESLA,MODEL Y,BEV,,,Puget Sound Energy,2
King,Mercer Island,2020,TESLA,MODEL 3,BEV,Eligible,266.0,Puget Sound Energy,6
King,Bellevue,2025,MERCEDES-BENZ,GLC-CLASS,PHEV,Eligible,54.0,Puget Sound Energy,1
King,Seattle,2025,KIA,SPORTAGE,PHEV,Eligible,34.0,City Of Seattle,1
King,Sammamish,2023,TESLA,MODEL Y,BEV,,,Puget Sound Energy,3
King,Seattle,2023,CHEVROLET,BOLT EV,BEV,,,City Of Seattle,3
King,Kirkland,2023,TESLA,MODEL 3,BEV,,,Puget Sound Energy,3
Kitsap,Kingston,2026,TESLA,MODEL Y,BEV,,,Puget Sound Energy,0
King,Maple Valley,2023,FORD,MUSTANG MACH-E,BEV,,,Puget Sound Energy,3
King,Maple Valley,2023,TESLA,MODEL Y,BEV,,,Puget Sound Energy,3
Kitsap,Bainbridge Island,2015,MERCEDES-BENZ,B-CLASS,BEV,Eligible,87.0,Puget Sound Energy,11
King,Bellevue,2024,TESLA,MODEL 3,BEV,,,Puget Sound Energy,2
Thurston,Olympia,2019,NISSAN,LEAF,BEV,Eligible,150.0,Puget Sound Energy,7
King,Seattle,2022,TESLA,MODEL 3,BEV,,,City Of Seattle,4
King,Sammamish,2020,TESLA,MODEL 3,BEV,Eligible,308.0,Puget Sound Energy,6
King,Sammamish,2024,BMW,330E,PHEV,Not Eligible (Low Range),20.0,Puget Sound Energy,2
Clark,Ridgefield,2025,TESLA,MODEL 3,BEV,,,Bonneville Power Administration,1
King,Bellevue,2023,KIA,EV6,BEV,,,Puget Sound Energy,3
Snohomish,Bothell,2024,TESLA,MODEL Y,BEV,,,Puget Sound Energy,2
King,Sammamish,2021,VOLKSWAGEN,ID.4,BEV,,,Puget Sound Energy,5
Snohomish,Lynnwood,2025,TESLA,MODEL 3,BEV,,,Puget Sound Energy,1
King,Seattle,2017,NISSAN,LEAF,BEV,Eligible,107.0,City Of Seattle,9
Clark,Vancouver,2024,JEEP,WRANGLER,PHEV,Not Eligible (Low Range),21.0,Bonneville Power Administration,2
King,Seattle,2024,VOLVO,XC60,PHEV,Eligible,35.0,No Known Electric Utility Service,2
King,Maple Valley,2024,TESLA,MODEL Y,BEV,,,Puget Sound Energy,2
King,Sammamish,2025,VOLVO,XC60,PHEV,Eligible,35.0,Puget Sound Energy,1
King,Federal Way,2014,BMW,I3,BEV,Eligible,81.0,Puget Sound Energy,12
King,Seattle,2025,KIA,EV9,BEV,,,City Of Seattle,1
King,Auburn,2021,TESLA,MODEL Y,BEV,,,Puget Sound Energy,5
King,Seattle,2022,VOLKSWAGEN,ID.4,BEV,,,City Of Seattle,4
Kitsap,Port Orchard,2024,JEEP,WRANGLER,PHEV,Not Eligible (Low Range),21.0,Puget Sound Energy,2
Clark,Battle Ground,2021,TESLA,MODEL S,BEV,,,Bonneville Power Administration,5
King,Sammamish,2026,TESLA,MODEL Y,BEV,,,Puget Sound Energy,0
King,Seattle,2023,TESLA,MODEL Y,BEV,,,City Of Seattle,3
King,Sammamish,2019,TESLA,MODEL 3,BEV,Eligible,220.0,Puget Sound Energy,7
King,Seattle,2023,VOLVO,C40,BEV,,,City Of Seattle,3
King,Sammamish,2023,RIVIAN,R1T,BEV,,,Puget Sound Energy,3
King,Mercer Island,2025,PORSCHE,MACAN,BEV,,,Puget Sound Energy,1
Clark,Vancouver,2024,HONDA,PROLOGUE,BEV,,,Bonneville Power Administration,2
King,Seattle,2023,TESLA,MODEL Y,BEV,,,City Of Seattle,3
King,Issaquah,2023,HYUNDAI,IONIQ 5,BEV,,,Puget Sound Energy,3
Clark,Battle Ground,2019,TESLA,MODEL 3,BEV,Eligible,220.0,Bonneville Power Administration,7
King,Redmond,2020,TESLA,MODEL 3,BEV,Eligible,266.0,Puget Sound Energy,6
King,Seattle,2021,MINI,HARDTOP,BEV,Eligible,110.0,City Of Seattle,5
King,Seattle,2025,KIA,EV9,BEV,,,City Of Seattle,1
King,Federal Way,2024,TESLA,MODEL Y,BEV,,,Puget Sound Energy,2
King,Seattle,2021,VOLKSWAGEN,ID.4,BEV,,,City Of Seattle,5
Clark,Ridgefield,2015,TESLA,MODEL S,BEV,Eligible,208.0,Bonneville Power Administration,11
Yakima,Yakima,2018,TESLA,MODEL 3,BEV,Eligible,215.0,Pacificorp,8
Thurston,Olympia,2024,TESLA,MODEL Y,BEV,,,Puget Sound Energy,2
King,Redmond,2022,FORD,MUSTANG MACH-E,BEV,,,Puget Sound Energy,4
King,Sammamish,2025,KIA,SORENTO,PHEV,Eligible,30.0,Puget Sound Energy,1
Thurston,Olympia,2023,TESLA,MODEL 3,BEV,,,Puget Sound Energy,3
King,Kent,2024,TESLA,MODEL Y,BEV,,,Puget Sound Energy,2
King,Seattle,2018,TESLA,MODEL 3,BEV,Eligible,215.0,City Of Seattle,8
King,Seatac,2023,TESLA,MODEL Y,BEV,,,City Of Seattle,3
King,Sammamish,2014,TESLA,MODEL S,BEV,Eligible,208.0,Puget Sound Energy,12
King,Kent,2022,TESLA,MODEL 3,BEV,,,Puget Sound Energy,4
Kitsap,Bainbridge Island,2025,VOLVO,XC60,PHEV,Eligible,35.0,Puget Sound Energy,1
King,Mercer Island,2023,MERCEDES-BENZ,EQB-CLASS,BEV,,,Puget Sound Energy,3
Snohomish,Monroe,2024,BMW,I4,BEV,,,Bonneville Power Administration,2
King,Issaquah,2023,HYUNDAI,IONIQ 5,BEV,,,Puget Sound Energy,3
King,Bellevue,2026,TESLA,MODEL Y,BEV,,,Puget Sound Energy,0
Snohomish,Monroe,2025,TESLA,MODEL Y,BEV,,,Bonneville Power Administration,1
Clark,Camas,2025,TESLA,MODEL 3,BEV,,,Bonneville Power Administration,1
King,Bellevue,2021,TESLA,MODEL Y,BEV,,,Puget Sound Energy,5
Kitsap,Bremerton,2020,TESLA,MODEL Y,BEV,Eligible,291.0,Puget Sound Energy,6
Thurston,Lacey,2023,LEXUS,RZ,BEV,,,Puget Sound Energy,3
King,Auburn,2020,KIA,NIRO,BEV,Eligible,239.0,Puget Sound Energy,6
King,Maple Valley,2023,RIVIAN,R1T,BEV,,,Puget Sound Energy,3
Snohomish,Stanwood,2025,TESLA,MODEL 3,BEV,,,Bonneville Power Administration,1
King,Seattle,2019,BMW,I3,BEV,Eligible,153.0,City Of Seattle,7
King,Maple Valley,2020,TESLA,MODEL 3,BEV,Eligible,266.0,Puget Sound Energy,6
King,Seattle,2017,CHEVROLET,VOLT,PHEV,Eligible,53.0,City Of Seattle,9
Clark,Vancouver,2023,VOLKSWAGEN,ID.4,BEV,,,Bonneville Power Administration,3
King,Kent,2023,TESLA,MODEL Y,BEV,,,Puget Sound Energy,3
King,Sammamish,2023,TESLA,MODEL 3,BEV,,,Puget Sound Energy,3
Snohomish,Bothell,2023,LUCID,AIR,BEV,,,Puget Sound Energy,3
King,Shoreline,2014,NISSAN,LEAF,BEV,Eligible,84.0,City Of Seattle,12
King,Sammamish,2023,KIA,EV6,BEV,,,Puget Sound Energy,3
King,Seattle,2021,CHEVROLET,BOLT EV,BEV,,,City Of Seattle,5
King,Federal Way,2023,KIA,NIRO,BEV,,,Puget Sound Energy,3
King,Renton,2017,CHEVROLET,VOLT,PHEV,Eligible,53.0,Puget Sound Energy,9
King,Maple Valley,2023,TESLA,MODEL Y,BEV,,,Puget Sound Energy,3
King,Sammamish,2025,TESLA,MODEL Y,BEV,,,Puget Sound Energy,1
King,Seattle,2024,SUBARU,SOLTERRA,BEV,,,City Of Seattle,2
King,Bellevue,2022,TESLA,MODEL 3,BEV,,,Puget Sound Energy,4
King,Sammamish,2021,TESLA,MODEL 3,BEV,,,Puget Sound Energy,5
King,Seattle,2021,TESLA,MODEL 3,BEV,,,City Of Seattle,5
King,Seattle,2019,TESLA,MODEL 3,BEV,Eligible,220.0,City Of Seattle,7
Snohomish,Bothell,2023,TESLA,MODEL X,BEV,,,Puget Sound Energy,3
King,Seattle,2023,VOLVO,C40,BEV,,,City Of Seattle,3
King,Auburn,2024,CHEVROLET,SILVERADO,BEV,,,Puget Sound Energy,2
Clark,Washougal,2024,JEEP,WRANGLER,PHEV,Not Eligible (Low Range),21.0,Bonneville Power Administration,2
King,Seattle,2019,KIA,NIRO,BEV,Eligible,239.0,City Of Seattle,7
Snohomish,Bothell,2024,TESLA,MODEL Y,BEV,,,Puget Sound Energy,2
Snohomish,Stanwood,2021,TESLA,MODEL 3,BEV,,,Bonneville Power Administration,5
King,Seattle,2022,CHEVROLET,BOLT EUV,BEV,,,City Of Seattle,4
King,Federal Way,2023,CHRYSLER,PACIFICA,PHEV,Eligible,32.0,Puget Sound Energy,3
King,Mercer Island,2023,TESLA,MODEL Y,BEV,,,Puget Sound Energy,3
King,Redmond,2024,TESLA,MODEL Y,BEV,,,Puget Sound Energy,2
King,Sammamish,2024,TESLA,CYBERTRUCK,BEV,,,Puget Sound Energy,2
King,Bellevue,2022,BMW,X5,PHEV,Eligible,30.0,Puget Sound Energy,4
King,Covington,2025,TESLA,MODEL Y,BEV,,,Puget Sound Energy,1
King,Federal Way,2018,TOYOTA,PRIUS PRIME (PHEV),PHEV,Not Eligible (Low Range),25.0,Puget Sound Energy,8
King,Mercer Island,2019,VOLVO,XC60,PHEV,Not Eligible (Low Range),17.0,Puget Sound Energy,7
Snohomish,Bothell,2024,HYUNDAI,IONIQ 5,BEV,,,Puget Sound Energy,2
King,Federal Way,2021,TESLA,MODEL Y,BEV,,,Puget Sound Energy,5
King,Sammamish,2021,TESLA,MODEL Y,BEV,,,Puget Sound Energy,5
King,Redmond,2026,TESLA,MODEL Y,BEV,,,Puget Sound Energy,0
Clark,Washougal,2021,TOYOTA,PRIUS PRIME (PHEV),PHEV,Not Eligible (Low Range),25.0,Bonneville Power Administration,5
Clark,Washougal,2022,RIVIAN,R1S,BEV,,,Bonneville Power Administration,4
King,Bellevue,2024,CHEVROLET,EQUINOX,BEV,,,Puget Sound Energy,2
Clark,Vancouver,2024,TESLA,MODEL X,BEV,,,Bonneville Power Administration,2
King,Issaquah,2023,TESLA,MODEL Y,BEV,,,Puget Sound Energy,3
King,Kirkland,2026,TESLA,MODEL Y,BEV,,,Puget Sound Energy,0
King,Bellevue,2021,AUDI,Q5 E,PHEV,Not Eligible (Low Range),18.0,Puget Sound Energy,5
King,Des Moines,2023,CHEVROLET,BOLT EUV,BEV,,,Puget Sound Energy,3
King,Seattle,2025,RIVIAN,R1S,BEV,,,City Of Seattle,1
King,Kent,2025,MAZDA,CX-90,PHEV,Not Eligible (Low Range),26.0,Puget Sound Energy,1
King,Seattle,2018,TESLA,MODEL 3,BEV,Eligible,215.0,City Of Seattle,8
King,Federal Way,2023,TESLA,MODEL 3,BEV,,,Puget Sound Energy,3
King,Snoqualmie,2024,TESLA,MODEL Y,BEV,,,Puget Sound Energy,2
King,Mercer Island,2018,TESLA,MODEL X,BEV,Eligible,238.0,Puget Sound Energy,8
King,Lake Forest Park,2017,FORD,FOCUS,BEV,Eligible,100.0,Puget Sound Energy,9
King,Seattle,2025,TESLA,MODEL 3,BEV,,,City Of Seattle,1
Clark,Vancouver,2023,TOYOTA,BZ4X,BEV,,,Bonneville Power Administration,3
King,Renton,2023,TESLA,MODEL Y,BEV,,,Puget Sound Energy,3
King,Kent,2022,TESLA,MODEL Y,BEV,,,Puget Sound Energy,4
King,Sammamish,2024,TESLA,MODEL Y,BEV,,,Puget Sound Energy,2
Thurston,Olympia,2026,TESLA,MODEL Y,BEV,,,Puget Sound Energy,0
King,Sammamish,2025,PORSCHE,MACAN,BEV,,,Puget Sound Energy,1
King,Bellevue,2023,TOYOTA,RAV4 PRIME (PHEV),PHEV,Eligible,42.0,Puget Sound Energy,3
King,Sammamish,2022,TESLA,MODEL 3,BEV,,,Puget Sound Energy,4
King,Seattle,2023,SUBARU,SOLTERRA,BEV,,,City Of Seattle,3
King,Kent,2021,TESLA,MODEL Y,BEV,,,Puget Sound Energy,5
King,Seattle,2023,VOLKSWAGEN,ID.4,BEV,,,City Of Seattle,3
Klickitat,White Salmon,2022,TESLA,MODEL S,BEV,,,Bonneville Power Administration,4
King,Bellevue,2023,TESLA,MODEL Y,BEV,,,Puget Sound Energy,3
King,Seattle,2024,TOYOTA,PRIUS PRIME (PHEV),PHEV,Eligible,39.0,City Of Seattle,2
King,Seattle,2022,BMW,X5,PHEV,Eligible,30.0,City Of Seattle,4
King,Bellevue,2022,POLESTAR,PS2,BEV,,,Puget Sound Energy,4
King,Sammamish,2018,TESLA,MODEL 3,BEV,Eligible,215.0,Puget Sound Energy,8
King,Bellevue,2018,NISSAN,LEAF,BEV,Eligible,151.0,Puget Sound Energy,8
King,Federal Way,2024,TESLA,MODEL Y,BEV,,,Puget Sound Energy,2
Clark,Ridgefield,2023,TESLA,MODEL Y,BEV,,,Bonneville Power Administration,3
King,Bellevue,2025,TESLA,MODEL Y,BEV,,,Puget Sound Energy,1
King,Lake Forest Park,2013,TESLA,MODEL S,BEV,Eligible,208.0,City Of Seattle,13
King,Shoreline,2025,MERCEDES-BENZ,GLE-CLASS,PHEV,Eligible,49.0,City Of Seattle,1
Clark,Vancouver,2023,TESLA,MODEL X,BEV,,,Bonneville Power Administration,3
Cowlitz,Longview,2024,HONDA,PROLOGUE,BEV,,,Bonneville Power Administration,2
Kitsap,Port Orchard,2016,NISSAN,LEAF,BEV,Eligible,84.0,Puget Sound Energy,10
King,Federal Way,2017,KIA,SOUL,BEV,Eligible,93.0,Puget Sound Energy,9
Snohomish,Bothell,2024,TESLA,MODEL Y,BEV,,,Puget Sound Energy,2
King,Kirkland,2022,VOLVO,XC60,PHEV,Eligible,35.0,Puget Sound Energy,4
Thurston,Olympia,2018,TOYOTA,PRIUS PRIME (PHEV),PHEV,Not Eligible (Low Range),25.0,Puget Sound Energy,8
Kitsap,Kingston,2023,MINI,HARDTOP,BEV,,,Puget Sound Energy,3
Clark,Camas,2022,CHEVROLET,BOLT EUV,BEV,,,Bonneville Power Administration,4
King,Sammamish,2022,VOLVO,XC90,PHEV,Not Eligible (Low Range),18.0,Puget Sound Energy,4
King,Kent,2023,TESLA,MODEL Y,BEV,,,Puget Sound Energy,3
King,Seattle,2021,TESLA,MODEL 3,BEV,,,City Of Seattle,5
Clark,Battle Ground,2024,RIVIAN,R1S,BEV,,,Bonneville Power Administration,2
King,Seattle,2018,TESLA,MODEL 3,BEV,Eligible,215.0,City Of Seattle,8
King,Bellevue,2023,TESLA,MODEL Y,BEV,,,Puget Sound Energy,3
King,Sammamish,2024,RIVIAN,R1S,BEV,,,Puget Sound Energy,2
Snohomish,Stanwood,2025,FORD,F-150,BEV,,,Bonneville Power Administration,1
King,Mercer Island,2017,TESLA,MODEL X,BEV,Eligible,200.0,Puget Sound Energy,9
King,Seattle,2015,VOLKSWAGEN,E-GOLF,BEV,Eligible,83.0,City Of Seattle,11
Snohomish,Bothell,2022,KIA,SORENTO,PHEV,Eligible,32.0,Puget Sound Energy,4
King,Seattle,2024,TOYOTA,RAV4 PRIME (PHEV),PHEV,Eligible,42.0,City Of Seattle,2
King,Bellevue,2025,HONDA,PROLOGUE,BEV,,,Puget Sound Energy,1
Thurston,Lacey,2011,NISSAN,LEAF,BEV,Eligible,73.0,Puget Sound Energy,15
King,Seattle,2021,VOLVO,XC90,PHEV,Not Eligible (Low Range),18.0,City Of Seattle,5
King,Maple Valley,2025,PORSCHE,CAYENNE,PHEV,Not Eligible (Low Range),24.0,Puget Sound Energy,1
Snohomish,Stanwood,2022,TESLA,MODEL 3,BEV,,,Bonneville Power Administration,4
Thurston,Olympia,2014,TESLA,MODEL S,BEV,Eligible,208.0,No Known Electric Utility Service,12
Snohomish,Woodinville,2025,RIVIAN,R1T,BEV,,,Puget Sound Energy,1
King,Sammamish,2024,TESLA,MODEL Y,BEV,,,Puget Sound Energy,2
King,Covington,2021,HYUNDAI,KONA,BEV,,,Puget Sound Energy,5
King,Issaquah,2021,TESLA,MODEL Y,BEV,,,Puget Sound Energy,5
King,Des Moines,2022,TESLA,MODEL Y,BEV,,,Puget Sound Energy,4
King,Seattle,2023,TESLA,MODEL Y,BEV,,,City Of Seattle,3
King,Bellevue,2025,NISSAN,ARIYA MPV,BEV,,,Puget Sound Energy,1
King,Clyde Hill,2023,TESLA,MODEL Y,BEV,,,Puget Sound Energy,3
Thurston,Olympia,2024,TOYOTA,RAV4 PRIME (PHEV),PHEV,Eligible,42.0,Puget Sound Energy,2
Clark,Camas,2023,VOLKSWAGEN,ID.4,BEV,,,Bonneville Power Administration,3
King,Bellevue,2022,TESLA,MODEL Y,BEV,,,Puget Sound Energy,4
King,Seattle,2022,TESLA,MODEL 3,BEV,,,City Of Seattle,4
King,Kent,2023,TESLA,MODEL Y,BEV,,,Puget Sound Energy,3
Kitsap,Seabeck,2020,CHEVROLET,BOLT EV,BEV,Eligible,259.0,Puget Sound Energy,6
